"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:0unPBMjVwn0HpWget3DBze","Stefania (Kalush Orchestra)","spotify:artist:46rVVJwHWNS7C7MaWXd842","KALUSH","spotify:album:7cNf78nTSY57eTOE1auaBk","Stefania (Kalush Orchestra)","spotify:artist:46rVVJwHWNS7C7MaWXd842","KALUSH","2022-02-07","https://i.scdn.co/image/ab67616d0000b2734038db017a76c5b518d49dea","1","1","179714","","false","0","RUA012200233","spotify:user:koen_verhulst","2022-02-22T13:01:47Z","ukrainian hip hop,ukrainian pop,ukrainian viral pop","0.832","0.817","2","-5.182","1","0.0422","0.145","0.00169","0.113","0.324","104.976","4"
"spotify:track:1mhyrcFZHCXtPBTLkX8uXL","ZITTI E BUONI - Eurovision Version","spotify:artist:0lAWpj5szCSwM4rUMHYmrr","Måneskin","spotify:album:6GZr34hDPyCBDz0EiCCUZ5","ZITTI E BUONI (Eurovision Version)","spotify:artist:0lAWpj5szCSwM4rUMHYmrr","Måneskin","2021-03-16","https://i.scdn.co/image/ab67616d0000b2739d6eb476c7880fdd932ea4f6","1","1","183531","https://p.scdn.co/mp3-preview/610081ea6c176d2c49dd106ee09dbceb8f6e9eb9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","ITB002100170","spotify:user:koen_verhulst","2021-03-16T12:12:08Z","indie rock italiano,italian pop","0.612","0.947","4","-3.001","0","0.068","0.00142","0","0.73","0.634","102.901","4"
"spotify:track:1Xi84slp6FryDSCbzq4UCD","Arcade","spotify:artist:3klZnJvYGIbWritVwQD434","Duncan Laurence","spotify:album:7BISGeB7QwhqRIadxuLHfG","Arcade","spotify:artist:3klZnJvYGIbWritVwQD434","Duncan Laurence","2019-03-07","https://i.scdn.co/image/ab67616d0000b273a954408e456d4d9d410f448b","1","1","183624","https://p.scdn.co/mp3-preview/8c643f535922ca292d35b1ecea94134444bbf625?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","NL1TK1900001","spotify:user:koen_verhulst","2019-03-07T18:18:44Z","dutch pop","0.45","0.329","9","-12.603","0","0.0441","0.818","0.00109","0.135","0.266","71.884","3"
"spotify:track:0y8Xwpsof5R8TDftRyitKg","Toy - Music Video Version","spotify:artist:4Z4afeDmHFxPmJorIwupbZ","Netta","spotify:album:2FIxt8ZoANE9qfDo8NDAMs","Toy (Music Video Version)","spotify:artist:4Z4afeDmHFxPmJorIwupbZ","Netta","2018-03-15","https://i.scdn.co/image/ab67616d0000b273c4928716f4f5992f2e7389d1","1","1","180230","https://p.scdn.co/mp3-preview/59e84a94fe6b6557dd550aabe82a9c1e2a3961ad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","IL5181100110","spotify:user:koen_verhulst","2020-09-25T12:41:51Z","eurovision,israeli pop","0.56","0.746","3","-5.384","0","0.111","0.1","0","0.321","0.743","130.037","4"
"spotify:track:3UjSOJ00E1eLMcayBm827Q","Amar Pelos Dois","spotify:artist:0GfYO21pue5u0sVEYk9HZO","Salvador Sobral","spotify:album:3zT1inKSRDpJvkAXGV7fBd","Amar Pelos Dois","spotify:artist:0GfYO21pue5u0sVEYk9HZO","Salvador Sobral","2017-03-10","https://i.scdn.co/image/ab67616d0000b27306a4fa4f796f568d5830ebc2","1","1","185080","https://p.scdn.co/mp3-preview/8a2a476ffd1b0d81dab082b702108e5d95d9eb81?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","PTNO11700001","spotify:user:koen_verhulst","2017-06-22T17:25:33Z","portuguese pop","0.215","0.0952","5","-17.769","1","0.0358","0.853","0.00426","0.261","0.16","172.692","3"
"spotify:track:2nxTpjhxLXeyBOxYnRnT76","1944","spotify:artist:4EXfia20rgVLyubQiYtOIC","Jamala","spotify:album:1XomkUS0e4754Zmn7bOaJk","1944","spotify:artist:4EXfia20rgVLyubQiYtOIC","Jamala","2017-05-12","https://i.scdn.co/image/ab67616d0000b27389dd8f620c8d9185636329fe","1","1","180839","https://p.scdn.co/mp3-preview/d975aeccee096575dfe4d8ba6ed9737e49aa6f15?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","QMPU51509675","spotify:user:koen_verhulst","2017-06-22T17:19:07Z","eurovision,tatar pop,ukrainian indie,ukrainian pop,ukrainian rock","0.809","0.506","3","-5.235","1","0.0565","0.596","0.00728","0.24","0.47","120.012","4"
"spotify:track:4ciaNqHWA2IzHphZaVRzHI","Heroes","spotify:artist:1IxP1g9VrPzJqXFCsuyHKe","Måns Zelmerlöw","spotify:album:6G6DMOiYMgVZLGs9nmNEJh","Heroes","spotify:artist:1IxP1g9VrPzJqXFCsuyHKe","Måns Zelmerlöw","2015-02-28","https://i.scdn.co/image/ab67616d0000b27303e5cd20130bc76fad43f7b3","1","1","190613","https://p.scdn.co/mp3-preview/947a2040e12a39bcceac34c57280ac58c7bcd099?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","SEPQA1401135","spotify:user:koen_verhulst","2017-06-22T17:38:51Z","europop,eurovision,swedish idol pop,swedish pop","0.484","0.791","7","-4.27","1","0.0437","0.0743","0","0.0491","0.369","124.008","4"
"spotify:track:1ijX03QOR6a1wI322HifSV","Rise Like a Phoenix","spotify:artist:1TGdxJ3UvFq055SVjwx49v","Conchita Wurst","spotify:album:3Fpq5QWmRxZtEE8h8bm04S","Conchita","spotify:artist:1TGdxJ3UvFq055SVjwx49v","Conchita Wurst","2015-05-15","https://i.scdn.co/image/ab67616d0000b273ea73c21a7ce19ccfbf9f28d7","1","11","183000","https://p.scdn.co/mp3-preview/b8f07dcb2d1be156224ad6fbe86c18995fa6a8b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","ATB151500032","spotify:user:koen_verhulst","2017-06-22T17:32:09Z","eurovision","0.425","0.503","2","-6.324","0","0.0256","0.142","0","0.105","0.23","81.653","4"
"spotify:track:3yRwgprKX3If2zcuGfKFBu","Only Teardrops","spotify:artist:3wQcURnqzPGHE0gzY5nE6G","Emmelie de Forest","spotify:album:2oeLglOCLcszlJtjUh4aQp","Only Teardrops","spotify:artist:3wQcURnqzPGHE0gzY5nE6G","Emmelie de Forest","2013-05-02","https://i.scdn.co/image/ab67616d0000b27353a4e5b4d1f437e484eca7a5","1","1","183240","https://p.scdn.co/mp3-preview/c2503a1e1c01b97a4e6e0669e411020c7cdfd20f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","DKADG1200760","spotify:user:koen_verhulst","2017-06-22T17:19:05Z","eurovision","0.561","0.844","0","-4.58","1","0.063","0.0945","0","0.22","0.446","110.968","4"
"spotify:track:1xN7BpTAWnZkuSLOtRP6Qc","Euphoria - Single Version","spotify:artist:49aaHxvAJ0tCh0F15OnwIl","Loreen","spotify:album:1KfKXG5VRlDTX55wq5bXbv","Euphoria","spotify:artist:49aaHxvAJ0tCh0F15OnwIl","Loreen","2012-02-26","https://i.scdn.co/image/ab67616d0000b2732eed518e2b7148e1933a672f","1","1","181786","https://p.scdn.co/mp3-preview/46628183a2154957ed89ff7d515c80437c48fc41?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","SEPQA1200005","spotify:user:koen_verhulst","2017-06-22T17:19:07Z","electropop,europop,eurovision,swedish pop","0.562","0.783","11","-4.727","0","0.0428","0.135","0.0000144","0.282","0.391","132.06","4"
"spotify:track:68852t5sKz5d1LoCMv7SGD","Running Scared","spotify:artist:0HedjzsEeFLNgOY2Nh3JCd","Ell/Nikki","spotify:album:5DE4J2Fu38sxfPHYwqIshN","Running Scared","spotify:artist:0HedjzsEeFLNgOY2Nh3JCd","Ell/Nikki","2011-05-18","https://i.scdn.co/image/ab67616d0000b2738a2973c3f7342eba2e46953f","1","1","180706","https://p.scdn.co/mp3-preview/dda61fa185f6cdc44b9ed7e84b6c8fe160ff9cbe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","UAEM21100001","spotify:user:koen_verhulst","2018-03-25T22:53:30Z","azeri pop,eurovision","0.345","0.719","0","-3.584","1","0.0329","0.0306","0.0000012","0.354","0.218","171.624","4"
"spotify:track:44YQgP67VMWo2CAPlkD3VG","Satellite - Germany","spotify:artist:5slpk6nu2IwwKx0EHe3GcL","Lena","spotify:album:57KncZz2xDSn516EkZc1qh","Eurovision Song Contest Oslo 2010","spotify:artist:1hR7zkBdCWgRvMZZS485OR","Eurovision Song Contest","2010","https://i.scdn.co/image/ab67616d0000b27384b2299f9c7bdd2068074ee3","1","10","176720","","false","0","DEUM71001210","spotify:user:koen_verhulst","2017-06-22T17:39:15Z","eurovision,german pop","0.543","0.873","11","-3.621","0","0.258","0.191","0","0.0491","0.918","92.201","4"
"spotify:track:37lYrZzmbRiEySPGkiGjXA","Fairytale","spotify:artist:3LLNDXrxL4uxXtnUJS5XWM","Alexander Rybak","spotify:album:4SpIN9uoCm4Hx66iOhP3Vg","Fairytale","spotify:artist:3LLNDXrxL4uxXtnUJS5XWM","Alexander Rybak","2009-01-12","https://i.scdn.co/image/ab67616d0000b27382b6e5e299b66e5442403d7b","1","1","182600","","false","0","NO23B0900001","spotify:user:koen_verhulst","2017-06-22T17:19:03Z","eurovision","0.573","0.785","2","-5.362","0","0.0293","0.619","0.0000369","0.278","0.688","108.003","4"
"spotify:track:1ue71r2sNUvl4LSqvgVVcZ","Molitva - Serbian Version","spotify:artist:1TaKcFKO3X4wmPNcOVTJJ4","Marija Šerifović","spotify:album:0imvU8odxMmfZFf1rn6uGB","Molitva Destiny (Eurovision Winner 2007 - Serbia)","spotify:artist:1TaKcFKO3X4wmPNcOVTJJ4","Marija Šerifović","2007-07-30","https://i.scdn.co/image/ab67616d0000b27397995dacc8da89f2cc65ddd0","1","1","182533","https://p.scdn.co/mp3-preview/a508cc4db1af765b222fa729367f826cb547c5ce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","DEBL60710718","spotify:user:koen_verhulst","2017-06-22T17:28:27Z","eurovision","0.274","0.529","2","-6.772","0","0.0449","0.71","0","0.22","0.348","80.51","4"
"spotify:track:4LmSxJVbKgclgUXcwZEisI","Hard Rock Hallelujah - Eurovicious Radio Edit","spotify:artist:14SgKNlOCKAI0PfRD1HnWh","Lordi","spotify:album:33j3kJUs9AZYsmWx16UgTd","Hard Rock Hallelujah","spotify:artist:14SgKNlOCKAI0PfRD1HnWh","Lordi","2006-02-06","https://i.scdn.co/image/ab67616d0000b2736dac9f1b8165294bbbb9085e","1","1","181413","https://p.scdn.co/mp3-preview/ada5f9b78fa286852c1016939011afac642cde2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","FIBAR0600011","spotify:user:koen_verhulst","2018-03-23T10:53:40Z","comic metal,finnish hard rock,finnish heavy metal,lapland metal,metal,power metal","0.596","0.961","7","-3.541","0","0.0385","0.000798","0.0153","0.366","0.744","122.999","4"
"spotify:track:6LkCvCc9oFoLDv4DLhzTox","My Number One","spotify:artist:7D7k550IB6EszWmzVVCJSK","Helena Paparizou","spotify:album:0JLlI8YNAvvrhHAwz5UCgI","My Number One","spotify:artist:7D7k550IB6EszWmzVVCJSK","Helena Paparizou","2005-03-24","https://i.scdn.co/image/ab67616d0000b2733ba4a50c1de839be7727f9de","1","1","175066","https://p.scdn.co/mp3-preview/c71bd681cfe747d410dbe9ce9a2438b77ae5079a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","GRS010500065","spotify:user:koen_verhulst","2017-06-22T17:40:23Z","europop,eurovision,greek pop,laiko","0.775","0.744","6","-5.687","0","0.0366","0.197","0.0000799","0.0261","0.963","112.993","4"
"spotify:track:1Lav2Z3RKu71MJLIjQz4dQ","Wild Dances","spotify:artist:5nkB6GEbHINTSqmi5XMSoa","Ruslana","spotify:album:1z6OfyGs0GepuESby1DUhB","Wild Dances","spotify:artist:5nkB6GEbHINTSqmi5XMSoa","Ruslana","2004-01-01","https://i.scdn.co/image/ab67616d0000b273f3310238d06afe3898fa0fdb","1","1","183200","https://p.scdn.co/mp3-preview/266f9b6729e5c1e4181deb002b9f3134217b98e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","UAAO10400001","spotify:user:koen_verhulst","2017-09-25T19:44:43Z","eurovision,russian pop,ukrainian rock","0.649","0.919","0","-3.778","1","0.0768","0.174","0.00000364","0.0519","0.684","171.991","4"
"spotify:track:588wm4NEtOiTHT2N58enQ6","Every Way That I Can - Philippe Laurent from Galleon Radio Edit","spotify:artist:4W31XN2JH8mC54NkHdh04s","Sertab Erener","spotify:album:4D2meUQ9mCljoEzvjspr2T","Every Way That I Can","spotify:artist:4W31XN2JH8mC54NkHdh04s","Sertab Erener","2003-05-15","https://i.scdn.co/image/ab67616d0000b273c44e29992a439bb7c6a18dc5","1","1","167226","https://p.scdn.co/mp3-preview/15f151fc41a69d1834deab90262097ed937c5ad5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","TRA160300429","spotify:user:koen_verhulst","2017-06-22T17:22:51Z","turkish jazz,turkish pop,turkish singer-songwriter","0.661","0.895","7","-3.779","1","0.0481","0.0347","0.0000708","0.213","0.711","94.989","4"
"spotify:track:70tFqMdkFXCPeirRaLAKKM","I Wanna (Radio Version)","spotify:artist:0FbPrKi8Vu9kCEXQIKRzcc","Marie N","spotify:album:3cLXeXNknQwT8FxIkzB5px","I Wanna","spotify:artist:0FbPrKi8Vu9kCEXQIKRzcc","Marie N","2002","https://i.scdn.co/image/ab67616d0000b273382193f5e457873ea8421806","1","1","181023","https://p.scdn.co/mp3-preview/5082cb4df9158efc4d252a66a573cd12b68783e8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","USA370580255","spotify:user:koen_verhulst","2017-09-22T17:22:16Z","eurovision","0.669","0.814","7","-6.469","1","0.0496","0.0243","0.0000929","0.214","0.899","144.043","4"
"spotify:track:4v2RaPHSsTvNkggw3RqyeT","Fly on the Wings of Love","spotify:artist:4pM3DAhLOqMQT5z4pl0Sri","Brødrene Olsen","spotify:album:0dF4TpultM9Ch3jazO0cN5","Wings Of Love","spotify:artist:4pM3DAhLOqMQT5z4pl0Sri","Brødrene Olsen","2000","https://i.scdn.co/image/ab67616d0000b2736d965e893ab12cbc05ef7d81","1","1","185066","https://p.scdn.co/mp3-preview/0257ced73ffc7bccbb95f680f9f3e8394df31298?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","DKABA1100240","spotify:user:koen_verhulst","2018-03-23T10:54:00Z","classic danish pop,dansktop","0.745","0.839","2","-5.405","1","0.0532","0.271","0.0000189","0.0985","0.807","104.023","4"
"spotify:track:4omWhsNIPxarzpBgMsWBmB","Take Me to Your Heaven","spotify:artist:39Waq6UmqYCBEuyv8M8kjl","Charlotte Perrelli","spotify:album:55yqSVHPMr7zoVsVXwStoI","Charlotte med vänner - Take Me To Your Heaven","spotify:artist:3PCNqnKJPVbYPB4Xw6gEom","Charlotte Nilsson","1999-01-01","https://i.scdn.co/image/ab67616d0000b2731c63e0c484e0f5c889c895c6","1","1","183773","","false","0","SEPQM0612905","spotify:user:koen_verhulst","2018-03-23T10:54:14Z","classic swedish pop,europop,eurovision,swedish pop","0.517","0.927","4","-2.134","1","0.0428","0.319","0","0.187","0.402","144.167","4"
"spotify:track:2kJ0xpv54mvAhN98IyWn3v","Diva - Original Hebrew Version","spotify:artist:03IVYRlAC972SOHPb86Usr","Dana International","spotify:album:70YvgB6eePlwbkv4ZrQGWN","Diva","spotify:artist:03IVYRlAC972SOHPb86Usr","Dana International","1998-05-18","https://i.scdn.co/image/ab67616d0000b27329c6331871cdcd5e5e7c2242","1","1","182320","https://p.scdn.co/mp3-preview/8716261ab9ea43121b11d901f90fafb393660d90?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","IL4631902335","spotify:user:koen_verhulst","2020-07-21T14:19:36Z","eurovision,israeli pop","0.549","0.967","4","-3.445","0","0.0387","0.0722","0","0.27","0.586","133.996","4"
"spotify:track:3QzYNbqWxef2iBsRWUyCUc","Love Shine a Light","spotify:artist:2TzHIUhVpeeDxyJPpQfnV3","Katrina & The Waves","spotify:album:0LTCoBZwrLlj6vZdYwyzmx","The Best Of Katrina and the Waves","spotify:artist:2TzHIUhVpeeDxyJPpQfnV3","Katrina & The Waves","2010-06-21","https://i.scdn.co/image/ab67616d0000b27336f9c32c83ff3fad9f66b4b0","1","14","187947","","false","0","GBDNM1010071","spotify:user:koen_verhulst","2017-09-25T17:00:40Z","new wave pop","0.404","0.79","0","-5.281","1","0.0434","0.089","0.00000475","0.124","0.329","83.978","4"
"spotify:track:6SA7BxY6zh5SaxUBp3tCtb","The Voice","spotify:artist:6UAtoT9r1uJAXj616x3VIO","Eimear Quinn","spotify:album:4w5cePaIBKTSFu8CLyjzzw","The Voice - Single","spotify:artist:6UAtoT9r1uJAXj616x3VIO","Eimear Quinn","1996-07-23","https://i.scdn.co/image/ab67616d0000b27326806837a4631e1170ec0218","1","1","185826","https://p.scdn.co/mp3-preview/11ff375a2ce3dd90f902357e51037da64b5612b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","USDP20403422","spotify:user:koen_verhulst","2019-06-05T17:53:20Z","","0.452","0.36","9","-14.252","0","0.035","0.867","0.0804","0.125","0.229","93.993","3"
"spotify:track:5oObZZEaiinj4dXpn4As2s","Nocturne","spotify:artist:6GUg2fRLklsnSJsG3PrTt0","Secret Garden","spotify:album:5IKFGLnNO2zVsK6hTTVRUi","Dreamcatcher","spotify:artist:6GUg2fRLklsnSJsG3PrTt0","Secret Garden","1997-01-01","https://i.scdn.co/image/ab67616d0000b273cbc7f7ec68e647e0ec1a0ab5","1","1","194573","","false","0","NOACM9502020","spotify:user:koen_verhulst","2017-09-22T17:04:29Z","bow pop,neoclassical darkwave,new age,operatic pop","0.219","0.261","2","-12.952","0","0.0356","0.95","0.432","0.101","0.141","114.978","4"
"spotify:track:2wQoHnaJ1C4rPQPd72fNn3","Rock'n'Roll Kids","spotify:artist:1PlmSwksrmZHzVydhdCfYy, spotify:artist:3AtgxDje3xrDMAtyEWiupD","Paul Harrington, Charlie McGettigan","spotify:album:2OboN67TgHsR7TfeSGRLHw","Rock'n'Roll Kids","spotify:artist:1PlmSwksrmZHzVydhdCfYy, spotify:artist:3AtgxDje3xrDMAtyEWiupD","Paul Harrington, Charlie McGettigan","2009-01-01","https://i.scdn.co/image/ab67616d0000b273c1f65a944340d7d2ce0e984d","1","1","206866","","false","0","EECV10804331","spotify:user:koen_verhulst","2018-03-23T10:55:05Z","","0.706","0.26","4","-17.831","1","0.0355","0.852","0.0000501","0.109","0.516","123.608","4"
"spotify:track:7LBBL20GLOtjBJwxgVmzPK","In Your Eyes","spotify:artist:12hSYkC1U7FAvUURms6A2g","Niamh Kavanagh","spotify:album:4ruDyBdLktB1wkGTINrFEo","In Your Eyes","spotify:artist:12hSYkC1U7FAvUURms6A2g","Niamh Kavanagh","1993-01-05","https://i.scdn.co/image/ab67616d0000b27316ea6daa91d4d6e90b00ef34","1","1","189133","https://p.scdn.co/mp3-preview/fbf180eaac94a424db02e4b9bbde39ef8847d3a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","GBARK0400010","spotify:user:koen_verhulst","2017-06-22T17:40:13Z","","0.353","0.532","1","-10.218","0","0.0395","0.339","0","0.156","0.509","130.645","4"
"spotify:track:3Y81Q8dLI74Mgi1wbXvscv","Why Me?","spotify:artist:1GyPJziXpMB4WOyCPpIDA4","Linda Martin","spotify:album:70TOnNE7cOoZjpDXi0Tl7f","Why Me","spotify:artist:1GyPJziXpMB4WOyCPpIDA4","Linda Martin","1992-09-17","https://i.scdn.co/image/ab67616d0000b273375988c09fbae1bd9ab616db","1","1","204160","https://p.scdn.co/mp3-preview/c1f3e97660ed9ed6d3c101341dd3f3268ac78a01?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","GBBBN9200006","spotify:user:koen_verhulst","2018-06-10T23:29:51Z","","0.43","0.403","2","-10.581","1","0.0318","0.554","0","0.148","0.309","152.12","4"
"spotify:track:5I6eq9wK0SOkeUWEPHqD39","Fångad av en stormvind - Swedish Version","spotify:artist:3uFum0NCM1PtmCO0MwsOAt","Carola","spotify:album:0Ie4L2DEKLQ0dun65tmLJL","Hits","spotify:artist:3uFum0NCM1PtmCO0MwsOAt","Carola","1991-06-06","https://i.scdn.co/image/ab67616d0000b2739fe92bff04da71e65f267713","1","1","181226","","false","0","SEBMI9000020","spotify:user:koen_verhulst","2017-09-22T17:04:55Z","classic swedish pop,europop,swedish pop","0.646","0.828","8","-8.342","1","0.038","0.589","0","0.0613","0.539","93.185","4"
"spotify:track:6pYmwoe7YnXwzcIkYNWeVh","Insieme: 1992","spotify:artist:6elIiwc8OyeqKxXe2rmPXZ","Toto Cutugno","spotify:album:7m6SmJQwWYd9BqCW3P2soK","Ritratto di Toto Cutugno","spotify:artist:6elIiwc8OyeqKxXe2rmPXZ","Toto Cutugno","2010-11-23","https://i.scdn.co/image/ab67616d0000b27312c78491614e0022680785b3","3","18","263902","","false","0","ITB261002520","spotify:user:koen_verhulst","2017-09-25T20:07:44Z","classic italian pop","0.788","0.708","10","-6.124","1","0.0283","0.084","0","0.12","0.516","100.149","4"
"spotify:track:2WXogQGOO7qo2hlHyzpwhg","Rock Me","spotify:artist:14XovmgIjLO6KgXaUHFov8","Riva","spotify:album:7APE1KHeCYg2CippL2HsA9","The Best of Collection","spotify:artist:14XovmgIjLO6KgXaUHFov8","Riva","2016-05-11","https://i.scdn.co/image/ab67616d0000b273adf8b77872d96abb7e9e39ca","1","1","163066","https://p.scdn.co/mp3-preview/aa274a80b8a28000322162e690a73fe59f99d086?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","HRA048918172","spotify:user:koen_verhulst","2017-07-10T20:34:44Z","","0.578","0.916","3","-5.767","1","0.0443","0.181","0.0000299","0.127","0.941","149.05","4"
"spotify:track:2yNdNF3EcGj9JYODcGK7CU","Ne partez pas sans moi (Grand prix de L'Eurovision 1988)","spotify:artist:4S9EykWXhStSc15wEx8QFK","Céline Dion","spotify:album:1LiJoxiHj7cbiR4xxP5xQ2","Les Premieres Années","spotify:artist:4S9EykWXhStSc15wEx8QFK","Céline Dion","1994-01-31","https://i.scdn.co/image/ab67616d0000b273da441c186bdc912c9d0f1bca","1","8","186800","https://p.scdn.co/mp3-preview/54b4f5d7bcd28f2a1e5fef171a300a3de4ae0ace?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","FRV628800310","spotify:user:koen_verhulst","2018-03-23T10:55:43Z","canadian pop","0.485","0.553","5","-9.075","1","0.0285","0.325","0","0.349","0.424","144.305","4"
"spotify:track:482pOo6IOI0qNNHxkQFEDn","Hold Me Now","spotify:artist:27rXetqqGSi2spXzggwehc","Johnny Logan","spotify:album:0pvhletDH7CphbKErUtPCF","80s 100 Hits","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-26","https://i.scdn.co/image/ab67616d0000b273db56ceff816b668b7b6f04ff","1","36","173813","https://p.scdn.co/mp3-preview/9a1cabead8b1d3b427042ab0b095ef37a810d291?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","GBBBM8700015","spotify:user:koen_verhulst","2018-03-23T10:57:10Z","dansktop","0.517","0.277","5","-12.892","1","0.0353","0.716","0","0.578","0.281","74.839","4"
"spotify:track:5opXus6JIe9UD94Qk24RYB","J'aime la vie - No. 1 Eurovision Song Contest 1986","spotify:artist:4dhrlsu6mKvOwJWOrwnkuV","Sandra Kim","spotify:album:2dVE7RMjtsI5vvdTELR4wz","Best of Sandra Kim (Le meilleur des années 80)","spotify:artist:4dhrlsu6mKvOwJWOrwnkuV","Sandra Kim","2011-12-16","https://i.scdn.co/image/ab67616d0000b273694cf87038a8efdffa8a49d8","1","1","184087","https://p.scdn.co/mp3-preview/f7ee19d18adb785d54dea08041ee530c158c2f28?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","BEU761000004","spotify:user:koen_verhulst","2018-03-23T10:57:30Z","","0.594","0.811","2","-5.911","1","0.0319","0.286","0","0.0998","0.668","139.111","4"
"spotify:track:0LmEzNrxk0lecRm8X58jiC","La det swinge","spotify:artist:7DNARXXVHkEPeSE1efUqfs","Bobbysocks","spotify:album:17nnsL4uzJSeknmZVrlcDT","Bobbysocks!","spotify:artist:7DNARXXVHkEPeSE1efUqfs","Bobbysocks","1985-02-20","https://i.scdn.co/image/ab67616d0000b2730b3da3a8c8466028a51a9233","1","13","173960","","false","0","NOJLA1005130","spotify:user:koen_verhulst","2018-03-23T15:50:17Z","classic norwegian pop","0.503","0.905","6","-6.06","1","0.087","0.334","0","0.19","0.512","138.157","4"
"spotify:track:4NzirQ4BrNkVaPEla2ipG4","Diggiloo Diggiley","spotify:artist:2uS8ryCr9KuXzh7Y4xowle","Herreys","spotify:album:1aeO2MJZFZhk3E57aaYGlg","Diggiloo Diggiley","spotify:artist:2uS8ryCr9KuXzh7Y4xowle","Herreys","1984-01-01","https://i.scdn.co/image/ab67616d0000b273d637723a8937b193ff05d2e4","1","1","187520","https://p.scdn.co/mp3-preview/54776ab776c9b9750158c29297c47f027203054b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","SEVNI0201801","spotify:user:koen_verhulst","2018-03-23T10:58:27Z","classic swedish pop","0.681","0.876","5","-4.104","1","0.0319","0.268","0.00000996","0.131","0.961","130.89","4"
"spotify:track:1EWdXm6nTbSfyV60znjCLF","Si la vie est un cadeau","spotify:artist:5IxFL8NPTmiHEbtZNznJlk","Corinne Hermes","spotify:album:04fsPeKrj8lEH6wrMwyURZ","Si la vie est un cadeau","spotify:artist:5IxFL8NPTmiHEbtZNznJlk","Corinne Hermes","2012-03-19","https://i.scdn.co/image/ab67616d0000b27301f7ac8ebd82c451ca409c64","1","1","187222","","false","0","FRV578300002","spotify:user:koen_verhulst","2017-07-14T16:00:27Z","classic eurovision","0.503","0.486","4","-12.863","0","0.0289","0.331","0.00372","0.279","0.346","139.477","4"
"spotify:track:7MX0pfpBhdlArNgQINg7zV","Ein bisschen Frieden","spotify:artist:1C5PhB7zfGmDKaYLLt5GYZ","Nicole","spotify:album:0PxQJ2jXaVh6phiCGEgTr7","Goldschlager, Folge 4","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-07-08","https://i.scdn.co/image/ab67616d0000b2734da9656edff526dbb3abcc5c","1","2","183253","","false","0","DEC718200001","spotify:user:koen_verhulst","2018-03-23T10:58:53Z","classic schlager,schlager","0.632","0.561","6","-7.363","1","0.0295","0.488","0","0.184","0.521","117.959","4"
"spotify:track:0Azn2vpP3Sbs8qAG8e1KUc","Making Your Mind Up","spotify:artist:5ZfzzHE7rxONfoksJsLXrX","Bucks Fizz","spotify:album:5HqRd9aYv1b0x8A6q2ljFb","Bucks Fizz","spotify:artist:5ZfzzHE7rxONfoksJsLXrX","Bucks Fizz","2004-06-14","https://i.scdn.co/image/ab67616d0000b27312bc8ca1fc44a9f10bd17aaf","1","6","158440","https://p.scdn.co/mp3-preview/f1d335bcc96e868a85e2568f665469483d954107?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","GBARL8100025","spotify:user:koen_verhulst","2017-09-15T10:44:14Z","classic uk pop,new romantic,new wave pop","0.64","0.834","2","-9.413","1","0.0534","0.278","0","0.0459","0.971","173.565","4"
