Country;Artist;Song;Language;Pl.;Year;sentiment_score;index_col;track.id_x
Israel;dana international;diva;Hebrew;1.0;1998;5.902424242424242;779;2kJ0xpv54mvAhN98IyWn3v
Germany;guildo horn feat. die orthopädischen strümpfe;guildo hat euch lieb!;German;7.0;1998;6.416296296296297;780;6TU1XF376ykPceVnK24OOK
Malta;chiara;the one that i love;English;3.0;1998;6.25391304347826;781;3s1GSTcK3WAVbQhpVVziKN
Hungary;charlie;a holnap már nem lesz szomorú;Hungarian;23.0;1998;6.186486486486485;782;0bQ9A9BnT2nx4oTPvUwae4
Slovenia;vili resnik;naj bogovi slišijo;Slovene;18.0;1998;5.009;783;
Ireland;dawn martin;is always over now?;English;9.0;1998;5.969473684210527;784;
Portugal;alma lusa;se eu te pudesse abraçar;Portuguese;12.0;1998;6.195384615384616;785;
Romania;mălina olinescu;eu cred;Romanian;22.0;1998;6.095999999999999;786;
United Kingdom;imaani;where are you?;English;2.0;1998;5.904999999999999;787;
Cyprus;michael hajiyanni;genesis;Greek;11.0;1998;6.67608695652174;788;
Netherlands;edsilia rombley;hemel en aarde;Dutch;4.0;1998;6.132307692307692;789;16kFUvzMPTUEcE4rQjT2n5
Sweden;jill johnson;kärleken är;Swedish;10.0;1998;6.918518518518518;790;69o3qL8watZsJZJPS6cuuR
Belgium;mélanie cohl;dis oui;French;6.0;1998;6.298684210526315;791;
Finland;edea;aava;Finnish;15.0;1998;6.846666666666667;792;5twxOqAWxbJRPXxZreRgli
Norway;lars a. fredriksen;alltid sommer;Norwegian;8.0;1998;6.440370370370372;793;
Estonia;koit toome;mere lapsed;Estonian;12.0;1998;6.303846153846154;794;6xGmMh9K4Z3oeLCwzIuCaD
Turkey;tüzmen;unutamazsın;Turkish;14.0;1998;4.898095238095239;795;
Macedonia;vlado janevski;ne zori, zoro;Macedonian;19.0;1998;5.5188;796;
Lithuania;aistė;strazdas;Samogitian;20.0;1999;6.323333333333333;797;7vgFvPtmPg8QPrOuudKgl1
Belgium;vanessa chinitor;like the wind;English;12.0;1999;6.194666666666666;798;5JyGXQzARMUB9TMR4ogvyg
Spain;lydia;no quiero escuchar;Spanish;23.0;1999;5.1;799;
Croatia;doris dragović;marija magdalena;Croatian;4.0;1999;6.1419999999999995;800;6DVE8kB5FrYbkvIA79DDNR
United Kingdom;precious;say it again;English;12.0;1999;6.435714285714288;801;04JxhBP7tjz5tWrcUKisdY
Slovenia;darja švajger;for a thousand years;English;11.0;1999;6.329565217391304;802;6gHJ8w1np4ydJRKF7nxTFN
Turkey;tuğba önal & grup mistik;dön artık;Turkish;16.0;1999;5.068181818181818;803;
Norway;van eijk;living my life without you;English;14.0;1999;5.992857142857143;804;4IAljWIYG6l63KNx5G6mF8
Denmark;trine jepsen & michael teschl;this time i mean it;English;8.0;1999;5.899130434782609;805;
France;nayah;je veux donner ma voix;French;19.0;1999;5.493333333333333;806;6Pj2g4QOtfm7ET6NN4tmLg
Netherlands;marlayne;one good reason;English;8.0;1999;6.133333333333335;807;
Poland;mietek szcześniak;przytul mnie mocno;Polish;18.0;1999;5.174999999999999;808;
Iceland;selma;all out of luck;English;2.0;1999;6.056000000000001;809;3F2vFcTAfL7jThy047uUrv
Cyprus;marlain;tha'ne erotas;Greek;22.0;1999;6.7915789473684205;810;
Sweden;charlotte nilsson;take me to your heaven;English;1.0;1999;6.684193548387095;811;0Z6y9qCkkfESLiEOuBWhAZ
Portugal;rui bandeira;como tudo começou;Portuguese;21.0;1999;5.682;812;61ExZgVw4snwzjSwIYNFm3
Ireland;the mullans;when you need me;English;17.0;1999;5.2424;813;
Austria;bobbie singer;reflection;English;10.0;1999;5.500800000000001;814;
Israel;eden;happy birthday;Hebrew/English;5.0;1999;7.173684210526316;815;
Malta;times three;believe 'n peace;English;15.0;1999;6.121249999999999;816;10gJ58ztG2nBtv9U0pbHAK
Germany;sürpriz;reise nach jerusalem – kudüs'e seyahat;German/Turkish/ English (Hebrew);3.0;1999;6.506216216216216;817;
Bosnia and Herzegovina;dino & béatrice;putnici;Bosnian/French;7.0;1999;6.376999999999999;818;6B30ALH5Jn4iT9pPadNOYT
Estonia;evelin samuel & camille;diamond of night;English;6.0;1999;6.458823529411765;819;
Israel;pingpong;sameakh;Hebrew (English);22.0;2000;5.631250000000001;820;32AdSaHxknQFhFRLi5Z728
Netherlands;linda wagenmakers;no goodbyes;English;13.0;2000;4.968695652173913;821;4OxAOffBcJqxGFn9R5KxYV
United Kingdom;nicki french;don't play that song again;English;16.0;2000;5.486153846153846;822;7fO3HXWov7lRzyjlr3CVLs
Estonia;ines;once in a lifetime;English;4.0;2000;6.2972413793103446;823;
France;sofia mestari;on aura le ciel;French;23.0;2000;6.770909090909091;824;
Romania;taxi;the moon;English;17.0;2000;6.438518518518517;825;
Malta;claudette pace;desire;English (Maltese);8.0;2000;5.6674358974358965;826;4Ngtct85sXmayXB5Ga7CuK
Norway;charmed;my heart goes boom;English;11.0;2000;6.263243243243242;827;6GViWczPtH2ky3RBYycDhI
Russia;alsou;solo;English;2.0;2000;5.455199999999999;828;6Tf3FCVDL3qDM7IiBjUZh6
Belgium;nathalie sorce;envie de vivre;French;24.0;2000;6.279999999999999;829;
Cyprus;voice;nomiza;Greek/Italian;21.0;2000;5.1917241379310335;830;
Iceland;august & telma;tell me!;English;12.0;2000;6.1514285714285695;831;2k3Y97ETwFLIeQwWQG0pkC
Spain;serafín zubiri;colgado de un sueño;Spanish;18.0;2000;6.026923076923078;832;7jajK2dubhCHqQJqdaQZlh
Denmark;olsen brothers;fly on the wings of love;English;1.0;2000;7.258749999999999;833;4v2RaPHSsTvNkggw3RqyeT
Germany;stefan raab;wadde hadde dudde da?;German/English;5.0;2000;5.929285714285716;834;2jCcKU8BV8eUC1ju0hGNCv
Switzerland;jane bogaert;la vita cos'è?;Italian;20.0;2000;6.160277777777777;835;
Croatia;goran karan;kad zaspu anđeli;Croatian;9.0;2000;6.803888888888888;836;4MbBUowTU80WVekfxIhfIr
Sweden;roger pontare;when spirits are calling my name;English;7.0;2000;5.59148148148148;837;27L4okgASeyUAzZ7etleyQ
Macedonia;xxl;100% te ljubam;Macedonian/English;15.0;2000;5.923636363636363;838;
Finland;nina åström;a little bit;English;18.0;2000;6.322;839;
Latvia;brainstorm;my star;English;3.0;2000;6.19142857142857;840;4R2tCloerHegAfPWjR3o7d
Turkey;pınar ayhan & the s.o.s.;yorgunum anla;Turkish/English;10.0;2000;5.256666666666666;841;
Ireland;eamonn toal;millennium of love;English;6.0;2000;6.032702702702702;842;41T968ktgXrzV0Su2X28vj
Austria;the rounder girls;all to you;English;14.0;2000;6.1025;843;
Netherlands;michelle courtens;out on my own;English;18.0;2001;6.533846153846155;844;7LxcIVB4GK5J7qBR7uJRXj
Iceland;two tricky;angel;English;22.0;2001;6.194799999999999;845;2gry8etyGmPXQ0xulelx69
Bosnia and Herzegovina;nino pršeš;hano;Bosnian/English;14.0;2001;5.846896551724138;846;1nYgrQQpJmeDLukAKH2Por
Norway;haldor lægreid;on my own;English;22.0;2001;6.113529411764705;847;3d1jFD6GZdBev8CVsuHZkU
Israel;tal sondak;en davar;Hebrew;16.0;2001;6.132666666666666;848;
Russia;mumiy troll;lady alpine blue;English;12.0;2001;5.971739130434782;849;
Sweden;friends;listen to your heartbeat;English;5.0;2001;5.813793103448275;850;4tLsZwIvw2kAzJm58ozxJP
Lithuania;skamp;you got style;English/Lithuanian (German/French);13.0;2001;6.076428571428573;851;
Latvia;arnis mednis;too much;English;18.0;2001;6.271875;852;2jcfIyd5b48sYWzTP0niSa
Croatia;vanna;strings of my heart;English;10.0;2001;5.94625;853;6oiHaGANDaLlzl649BIx0s
Portugal;mtm;só sei ser feliz assim;Portuguese;17.0;2001;6.337272727272727;854;12Do7NxwLApaqfnGwtx9Kj
Ireland;gary o'shaughnessy;without your love;English;21.0;2001;5.086315789473684;855;
Spain;david civera;dile que la quiero;Spanish;6.0;2001;5.524210526315789;856;
France;natasha st-pier;je n'ai que mon âme;French/English;4.0;2001;5.609047619047619;857;10p0nLnAzyyVr4YWxaSerl
Turkey;sedat yüce;sevgiliye son;Turkish/English;11.0;2001;5.220714285714285;858;
United Kingdom;lindsay dracass;no dream impossible;English;15.0;2001;6.8640909090909075;859;
Slovenia;nuša derenda;energy;English;7.0;2001;6.5582352941176465;860;
Poland;piasek;2 long;English;20.0;2001;5.7719047619047625;861;
Germany;michelle;wer liebe lebt;German/English;8.0;2001;6.313999999999998;862;5IM7R4kdvVPUQ2bDhm9Yvp
Estonia;tanel padar, dave benton & 2xl;everybody;English;1.0;2001;6.299999999999999;863;
Malta;fabrizio faniello;another summer night;English;9.0;2001;6.5087179487179485;864;1FY9QtqMnuNFQuTjD4vI3g
Greece;antique;die for you;Greek/English;3.0;2001;5.913333333333333;865;
Denmark;rollo & king;never ever let you go;English;2.0;2001;5.118333333333333;866;7mx6IZujrnfHLBmqcIOxIe
Cyprus;one;gimme;English;6.0;2002;6.003157894736842;867;
United Kingdom;jessica garlick;come back;English;3.0;2002;5.507826086956522;868;37add9XFpIHs6kJT0tCjdF
Austria;manuel ortega;say a word;English;18.0;2002;6.17290322580645;869;00iGmtURU30HphVmelmF31
Greece;michalis rakintzis;s.a.g.a.p.o.;English (title Greek);17.0;2002;6.372727272727272;870;45YHqT20aCmZaXbylQ1a0z
Spain;rosa;europe's living a celebration;Spanish (title English);7.0;2002;6.226666666666667;871;
Croatia;vesna pisarović;everything i want;English;11.0;2002;6.392631578947369;872;0knrm9iqhUjf9wT0rZCfFl
Russia;prime minister;northern girl;English;10.0;2002;6.4882857142857135;873;2enzh6VXgVpChs2Z4p3dil
Estonia;sahlene;runaway;English;3.0;2002;5.895384615384614;874;7uSeUTnMWH7CgEyl2rNtMC
Macedonia;karolina;od nas zavisi;Macedonian;19.0;2002;6.285263157894738;875;
Israel;sarit hadad;light a candle;Hebrew/English;12.0;2002;5.858636363636363;876;
Switzerland;francine jordi;dans le jardin de mon âme;French;22.0;2002;6.799545454545455;877;5rl1BenQ0OzGwlpeeELANt
Sweden;afro-dite;never let it go;English;8.0;2002;5.925555555555555;878;28ihA2Fp5zRmcmi8hpfWiC
Finland;laura;addicted to you;English;20.0;2002;5.264705882352941;879;58CGwO3Js1cqOjvLUyg2DS
Denmark;malene;tell me who you are;English;24.0;2002;5.982608695652174;880;
Bosnia and Herzegovina;maja tatić;na jastuku za dvoje;Serbian/English;13.0;2002;5.425238095238095;881;
Belgium;sergio & the ladies;sister;English;13.0;2002;6.19;882;5zxhu3Um0LPMSWy52Od7db
France;sandrine françois;il faut du temps;French;5.0;2002;5.444324324324326;883;
Germany;corinna may;i can't live without music;English;21.0;2002;6.317391304347827;884;5IROAcwb8g7qrhpEukKMzM
Turkey;buket bengisu & grup safir;leylaklar soldu kalbinde;Turkish/English;16.0;2002;5.5009523809523815;885;
Malta;ira losco;7th wonder;English;2.0;2002;5.995526315789473;886;6t9ECIs2ypkHQQ49VvhA3h
Romania;monica anghel & marcel pavel;tell me why;English;9.0;2002;5.3828571428571435;887;
Slovenia;sestre;samo ljubezen;Slovene;13.0;2002;6.31;888;5KSf4Ixupb13qqACBDEUEZ
Latvia;marie n;i wanna;English;1.0;2002;6.16148148148148;889;70tFqMdkFXCPeirRaLAKKM
Lithuania;aivaras;happy you;English;23.0;2002;6.849487179487178;890;
Iceland;birgitta;open your heart;English;8.0;2003;6.12;891;7a5L92hG6nSIapJ2pPYjEm
Austria;alf poier;weil der mensch zählt;Styrian German;6.0;2003;6.295789473684211;892;4icOtq9jmgpmURhMRv0ZRN
Ireland;mickey harte;we've got the world;English;11.0;2003;6.318461538461538;893;
Turkey;sertab erener;everyway that i can;English;1.0;2003;5.686400000000001;894;588wm4NEtOiTHT2N58enQ6
Malta;lynn chircop;to dream again;English;25.0;2003;6.209545454545455;895;
Bosnia and Herzegovina;mija martina;ne brini;Croatian/English;16.0;2003;4.6193333333333335;896;
Portugal;rita guerra;deixa-me sonhar;Portuguese/English;22.0;2003;6.34909090909091;897;
Croatia;claudia beni;više nisam tvoja;Croatian/English;15.0;2003;5.10625;898;
Cyprus;stelios constantas;feeling alive;English;20.0;2003;6.494736842105264;899;7t43cSuQhL7B47HzUGALrZ
Germany;lou;let's get happy;English;11.0;2003;5.8100000000000005;900;
Russia;t.a.t.u.;ne ver', ne boysya;Russian (English);3.0;2003;5.874285714285714;901;4MuQWNaW51V9LRocFQUZRU
Spain;beth;dime;Spanish;8.0;2003;5.58357142857143;902;7Cf4bpnB164MgYLCPWd88h
Israel;lior narkis;words for love;Hebrew/English (Gr./Fr./Sp.);19.0;2003;6.630000000000001;903;5iflJovcwFvDUanAO7RK2l
Netherlands;esther hart;one more night;English;13.0;2003;5.8999999999999995;904;06AT53Zqpg2uQG66ihdLrx
United Kingdom;jemini;cry baby;English;26.0;2003;5.382222222222223;905;5PmYbatwMGlwR312TX4ki3
Ukraine;olexandr;hasta la vista;English (title Spanish);14.0;2003;5.63913043478261;906;
Greece;mando;never let you go;English;17.0;2003;5.131111111111111;907;5Vdm4sjMkiKjXEmegFJiC2
Norway;jostein hasselgård;i'm not afraid to move on;English;4.0;2003;5.608;908;
France;louisa baïleche;monts et merveilles;French;18.0;2003;5.8028571428571425;909;
Poland;ich troje;keine grenzen – żadnych granic;German/Polish/ Russian;7.0;2003;5.412857142857143;910;
Latvia;f.l.y.;hello from mars;English;24.0;2003;6.335151515151513;911;7h3zWJgsS0ANHR5TbU3CIH
Belgium;urban trad;sanomi;Imaginary;2.0;2003;-1.0;912;6aDebOFU6unURtg6uyQOeU
Estonia;ruffus;eighties coming back;English;21.0;2003;5.711250000000001;913;
Romania;nicola;don't break my heart;English;10.0;2003;5.365454545454546;914;7vN1yJFrOPTQ6rNvxyQnou
Sweden;fame;give me your love;English;5.0;2003;6.606315789473686;915;2B60fzEh2F9Ds6xFtV8LWd
Slovenia;karmen;nanana;English;23.0;2003;6.333636363636364;916;
Finland;jari sillanpää;takes 2 to tango;English;;2004;6.289411764705882;917;5zxDXyjuvm6EHOvypeZFEP
Belarus;alexandra & konstantin;my galileo;English;;2004;5.86;918;
Switzerland;piero esteriore & the music stars;celebrate!;English;;2004;6.427368421052631;919;0dsqoNaRaLSWSU7He9eCha
Latvia;fomins & kleins;dziesma par laimi;Latvian;;2004;6.937777777777777;920;08muh0Pkao3ycXF2VEzjVZ
Israel;david d'or;to believe;Hebrew/English;;2004;6.606999999999999;921;
Andorra;marta roure;jugarem a estimar-nos;Catalan;;2004;5.728684210526317;922;7yeps0lCXWltabWyH3sjSG
Portugal;sofia vitória;foi magia;Portuguese;;2004;6.425454545454545;923;
Malta;julie & ludwig;on again... off again;English;12.0;2004;6.335116279069768;924;14Q7wl2755cbjV36G2ByIw
Monaco;maryon;notre planète;French;;2004;6.192631578947367;925;
Greece;sakis rouvas;shake it;English;3.0;2004;6.365384615384614;926;2xagoLNhrbVA2fpOkxs2Ze
Ukraine;ruslana;wild dances;English/Ukrainian;1.0;2004;6.895999999999999;927;1Lav2Z3RKu71MJLIjQz4dQ
Lithuania;linas & simona;what's happened to your love?;English;;2004;6.214814814814814;928;
Albania;anjeza shahini;the image of you;English;7.0;2004;6.187200000000001;929;
Cyprus;lisa andreas;stronger every minute;English;5.0;2004;5.465454545454546;930;64Jc7VKlOUgslRW1Y2jlZy
Macedonia;toše proeski;life;English;14.0;2004;5.9148148148148145;931;5NQPFVCX1BCL8lksCCSmB1
Slovenia;platin;stay forever;English;;2004;5.8545454545454545;932;
Estonia;neiokõsõ;tii;Võro;;2004;6.379047619047619;933;
Croatia;ivan mikulić;you are the only one;English;12.0;2004;6.402380952380952;934;32ChLaXKTvGtbSIlkrpnqO
Denmark;tomas thordarson;shame on you;English;;2004;5.864642857142859;935;
Serbia and Montenegro;željko joksimović & ad hoc orchestra;lane moje;Serbian;2.0;2004;4.857222222222223;936;0VFmXKjkFNZDs9LXA6Ja0g
Bosnia and Herzegovina;deen;in the disco;English;9.0;2004;5.375;937;4TtCaRxDDHvwC9GoYA0Ezt
Netherlands;re-union;without you;English;20.0;2004;5.7888888888888905;938;7zB7YteMoXUvPoBc2D9JDa
Spain;ramón;para llenarme de ti;Spanish;10.0;2004;5.685;939;7htPtEKuXTDQdUfpz6h2XO
Austria;tie break;du bist;German;21.0;2004;6.006666666666668;940;3SsbrlJBqqakD5PF3jtO4k
Norway;knut anders sørum;high;English;24.0;2004;5.849285714285714;941;67M9GPx6rvTO6zjrzVhEzr
France;jonatan cerrada;à chaque pas;French/Spanish;15.0;2004;5.4854545454545445;942;
Germany;max;can't wait until tonight;English/Turkish;8.0;2004;6.021153846153846;943;2tzbEfc80gYJLoePCdRhZz
Belgium;xandee;1 life;English;22.0;2004;5.9399999999999995;944;7KC7qvWu3LrmrbuB1czpQT
Russia;julia savicheva;believe me;English;11.0;2004;6.076666666666666;945;
Iceland;jónsi;heaven;English;19.0;2004;5.43076923076923;946;7eJPwGHIfmEDmv51DQdsWj
Ireland;chris doran;if my world stopped turning;English;22.0;2004;6.01;947;
Poland;blue café;love song;English/Spanish;17.0;2004;6.348888888888889;948;1B2RXsTj0qe6VI84M9XGaT
United Kingdom;james fox;hold on to our love;English;16.0;2004;5.3905;949;
Turkey;athena;for real;English;4.0;2004;6.302;950;
Romania;sanda;i admit;English;18.0;2004;5.848965517241378;951;
Sweden;lena philipsson;it hurts;English;5.0;2004;5.134999999999999;952;
Austria;global.kryner;y así;English/Spanish;;2005;6.622631578947368;953;0KmZ3y3mSEc9DqlVdjJWqr
Lithuania;laura & the lovers;little by little;English;;2005;6.199;954;
Portugal;2b;amar;Portuguese/English;;2005;6.413636363636363;955;
Moldova;zdob și zdub;boonika bate doba;English (Romanian);6.0;2005;5.815853658536587;956;4rqqHVbVuCJjiR6uyz9izw
Latvia;walters & kazha;the war is not over;English (Sign language);5.0;2005;5.607741935483871;957;2QsEIY3RJYqw40vKFhEhcr
Monaco;lise darly;tout de moi;French;;2005;5.9575;958;
Israel;shiri maimon;hasheket shenish'ar;Hebrew/English;4.0;2005;5.429333333333333;959;0FLFEa0I3hiNAEomZrVkW4
Belarus;angelica agurbash;love me tonight;English;;2005;5.7632;960;
Netherlands;glennis grace;my impossible dream;English;;2005;5.494117647058823;961;4qgQILXcfXKqGCjNXNTYcH
Iceland;selma;if i had your love;English;;2005;6.764444444444445;962;46P3Hgp98JG5t3sszNDaGu
Belgium;nuno resende;le grand soir;French;;2005;5.865757575757576;963;5ZbT6pB7TvG2BFZ59dRtDs
Estonia;suntribe;let's get loud;English;;2005;6.309473684210525;964;3JHiig0n7BYHfgetGexOKm
Norway;wig wam;in my dreams;English;9.0;2005;5.7065;965;1qFC3pztApxeFyERhza4hQ
Romania;luminița anghel & sistem;let me try;English;3.0;2005;5.756;966;49ajK5Ih7mz9OxX6se0f4v
Hungary;nox;forogj, világ!;Hungarian;12.0;2005;5.587941176470587;967;
Finland;geir rönning;why;English;;2005;5.693947368421052;968;5A3CgtmKlYshcg5xKK9TUf
Macedonia;martin vučić;make my day;English;17.0;2005;6.184444444444445;969;
Andorra;marian van de wal;la mirada interior;Catalan;;2005;6.5531578947368425;970;
Switzerland;vanilla ninja;cool vibes;English;8.0;2005;5.062333333333333;971;0zOVfyrwPS7FY7REBQDlvD
Croatia;boris novković feat. lado members;vukovi umiru sami;Croatian;11.0;2005;5.197;972;24fxpih3a1PStawZT5FFSV
Bulgaria;kaffe;lorraine;English;;2005;5.935652173913042;973;439X8Ol70ZIvKd0yWu3byx
Ireland;donna & joe;love?;English;;2005;5.246451612903225;974;
Slovenia;omar naber;stop;Slovene;;2005;5.14375;975;29A56k3YyNvbZNdu8iRBTa
Denmark;jakob sveistrup;talking to you;English;9.0;2005;6.2592307692307685;976;
Poland;ivan & delfin;czarna dziewczyna;Polish/Russian;;2005;5.8583333333333325;977;
United Kingdom;javine;touch my fire;English;22.0;2005;5.103076923076923;978;
Malta;chiara;angel;English;2.0;2005;5.899166666666666;979;
Turkey;gülseren;rimi rimi ley;Turkish;13.0;2005;5.252222222222223;980;
Albania;ledina çelo;tomorrow i go;English;16.0;2005;5.999428571428571;981;
Cyprus;constantinos christoforou;ela ela;English (title Greek);18.0;2005;5.449333333333333;982;2i9sifNgtQ4gF2NbBpPhTy
Spain;son de sol;brujería;Spanish;21.0;2005;5.966666666666667;983;3kJS732TH8yNYku5BaHloS
Serbia and Montenegro;no name;zauvijek moja;Montenegrin;7.0;2005;6.3133333333333335;984;
Sweden;martin stenmarck;las vegas;English;19.0;2005;6.398709677419354;985;
Ukraine;greenjolly;razom nas bahato  );Ukrainian/English (6 other);19.0;2005;5.363;986;2oSsrTivauS9o3nkauX8v5
Germany;gracia;run & hide;English;24.0;2005;5.197599999999999;987;
Greece;helena paparizou;my number one;English;1.0;2005;5.803571428571428;988;6LkCvCc9oFoLDv4DLhzTox
Russia;natalia podolskaya;nobody hurt no one;English;15.0;2005;5.1628;989;
Bosnia and Herzegovina;feminnem;call me;English;14.0;2005;6.328684210526316;990;1o5nL0IcAxh77bKBNzMQUt
France;ortal;chacun pense à soi;French;23.0;2005;5.801874999999999;991;
Armenia;andré;without your love;English;8.0;2006;5.895599999999998;992;
Bulgaria;mariana popova;let me cry;English;;2006;5.630000000000001;993;
Slovenia;anžej dežan;mr nobody;English;;2006;5.634285714285714;994;6c0MkYM2p4GrIcZlAbztF3
Andorra;jenny;sense tu;Catalan;;2006;5.325999999999999;995;
Belarus;polina smolova;mum;English;;2006;5.5525714285714285;996;
Albania;luiz ejlli;zjarr e ftohtë;Albanian;;2006;5.046666666666666;997;
Belgium;kate ryan;je t'adore;English (title French);;2006;5.835652173913042;998;1YuXoPqkTQOXpFJtjf5GWd
Ireland;brian kennedy;every song is a cry for love;English;10.0;2006;5.508928571428571;999;4U7WC5GYgDSFo5pKKoUq7u
Cyprus;annet artani;why angels cry;English;;2006;5.8425;1000;
Monaco;séverine ferrer;la coco-dance;French (Tahitian);;2006;6.6296;1001;
Macedonia;elena risteska;ninanajna;English/Macedonian;12.0;2006;6.04642857142857;1002;6YTpzLkGYyjC8VQeFu3Ls6
Poland;ich troje  feat. real mccoy;follow my heart;English/Pol./ Germ./Russ./Sp.;;2006;6.112857142857143;1003;
Russia;dima bilan;never let you go;English;2.0;2006;6.218399999999999;1004;4k5lm5I0DqYZJNWBhbzTiV
Turkey;sibel tüzün;süper star;Turkish/English;11.0;2006;6.564210526315789;1005;2YXNzwG6AhPUA32x18NUie
Ukraine;tina karol;show me your love;English;7.0;2006;6.409411764705883;1006;7BHTaJH6bO036eAOMxWBuk
Finland;lordi;hard rock hallelujah;English;1.0;2006;6.01225;1007;4LmSxJVbKgclgUXcwZEisI
Netherlands;treble;amambanda;English/Imaginary;;2006;5.190769230769231;1008;7nyjchQsavtzV8U4AVmfxj
Lithuania;lt united;we are the winners;English (French);6.0;2006;6.7457142857142856;1009;2QNb0E7tUeL5fCQFY5Pf02
Portugal;nonstop;coisas de nada;Portuguese/English;;2006;5.5473684210526315;1010;
Sweden;carola;invincible;English;5.0;2006;6.2555555555555555;1011;7qiLJOwnscYx627KsM1bFz
Estonia;sandra oxenryd;through my window;English;;2006;5.9946153846153845;1012;2VLFP88L1HB99zAS3PH9aT
Bosnia and Herzegovina;hari mata hari;lejla;Bosnian;3.0;2006;5.824705882352941;1013;5B9DbwEKAUCdWedwNnxuib
Iceland;silvia night;congratulations;English;;2006;6.177297297297296;1014;4N4FkVqFEUnK94XBBMFyAj
Switzerland;six4one;if we all give a little;English;16.0;2006;6.0702857142857125;1015;4cTirQIKBmgjN56hpeTbm5
Moldova;arsenium feat. natalia gordienko & connect-r;loca;English (Spanish);20.0;2006;6.086666666666665;1016;
Israel;eddie butler;together we are one;Hebrew/English;23.0;2006;6.298181818181817;1017;
Latvia;vocal group cosmos;i hear your heart;English;16.0;2006;6.168571428571427;1018;
Norway;christine guldbrandsen;alvedansen;Norwegian;14.0;2006;6.227000000000001;1019;
Spain;las ketchup;un blodymary;Spanish (Andalusian);21.0;2006;5.1975;1020;2ypexq3NogUIk6GkktgrNg
Malta;fabrizio faniello;i do;English;24.0;2006;5.409230769230769;1021;1OLqMSvMozWo5drnk8qO5k
Germany;texas lightning;no no never;English;14.0;2006;6.095333333333333;1022;
Denmark;sidsel ben semmane;twist of love;English;18.0;2006;6.077272727272725;1023;1FKf1gHK3gj9BIWdhnLX04
Romania;mihai trăistariu;tornerò;English/Italian;4.0;2006;6.413749999999999;1024;1dzPd26fs0bfJL6lXjRPvf
United Kingdom;daz sampson;teenage life;English;19.0;2006;6.058888888888889;1025;1YwSsM1BepFjsmBU1HLszH
Greece;anna vissi;everything;English;9.0;2006;5.070000000000002;1026;6RIt1anpTUmmhm4sgfhGsI
France;virginie pouchain;il était temps;French;22.0;2006;5.911304347826087;1027;5hFjwk9qw4eiWktk8QUc4n
Croatia;severina;moja štikla;Croatian (Italo-Dalmatian);12.0;2006;6.1012499999999985;1028;3pfBXeCurFSU3e896fXVLm
Bulgaria;elitsa todorova & stoyan yankoulov;water;Bulgarian;5.0;2007;6.51;1029;
Israel;teapacks;push the button;English/French/ Hebrew;;2007;5.303157894736841;1030;7bQ8jYLFJ5aNOzi5QYWvep
Cyprus;evridiki;comme ci, comme ça;French;;2007;6.108181818181819;1031;2eXl1sMHC1RSgefh32FyRA
Belarus;koldun;work your magic;English;6.0;2007;6.1408000000000005;1032;
Iceland;eiríkur hauksson;valentine lost;English;;2007;5.548750000000001;1033;3NYCpeHRj5RSDE3oSPSS1q
Georgia;sopho;visionary dream;English;12.0;2007;6.5575;1034;
Montenegro;stevan faddy;'ajde, kroči;Montenegrin;;2007;6.976363636363637;1035;
Switzerland;dj bobo;vampires are alive;English;;2007;5.661142857142858;1036;7EHRgSmiO0bjcZ1ulKcsX7
Moldova;natalia barbu;fight;English;10.0;2007;5.5696;1037;
Netherlands;edsilia rombley;on top of the world;English;;2007;5.77103448275862;1038;0y2frDpPtKFcP8ZNbS1gmJ
Albania;frederik ndoci;hear my plea;English/Albanian;;2007;5.79695652173913;1039;
Denmark;dq;drama queen;English;;2007;6.117894736842106;1040;3KSTHtEyClTH0IWUS3A59P
Croatia;dragonfly feat. dado topić;vjerujem u ljubav;Croatian/English;;2007;5.752222222222222;1041;
Poland;the jet set;time to party;English;;2007;6.320666666666667;1042;4Cl5CHwguhfLeDi1lfcnRL
Serbia;marija šerifović;molitva;Serbian;1.0;2007;5.52;1043;1ue71r2sNUvl4LSqvgVVcZ
Czech Republic;kabát;malá dáma;Czech;;2007;5.973421052631579;1044;
Portugal;sabrina;dança comigo;Portuguese/English (French/Spanish);;2007;6.814999999999999;1045;6VL6D7483NnvBMRcvACxis
Macedonia;karolina;mojot svet;Macedonian/English;14.0;2007;6.114181818181819;1046;
Norway;guri schanke;ven a bailar conmigo;English (title Spanish);;2007;6.617857142857143;1047;5bXM19OwYUHrAISrVnYjxi
Malta;olivia lewis;vertigo;English;;2007;5.934666666666666;1048;0sQBamaf9Hb8XoJ79CfK3S
Andorra;anonymous;salvem el món;Catalan/English;;2007;5.435312499999999;1049;62wriIS2h59GPkCko0KnVf
Hungary;magdi rúzsa;unsubstantial blues;English;9.0;2007;5.494642857142856;1050;
Estonia;gerli padar;partners in crime;English;;2007;5.400645161290322;1051;4P5Ig0r3HYzPvJRRVKG6nJ
Belgium;the kmg's;lovepower;English;;2007;5.998260869565216;1052;56RSLwjb8A47Z9Jk6MjLDZ
Slovenia;alenka gotar;cvet z juga;Slovene;15.0;2007;6.084;1053;0nspXr4ccJLcT93C7ncIea
Turkey;kenan doğulu;shake it up şekerim;English (title partly Turkish);4.0;2007;5.950434782608697;1054;79CTBuXMyQW93G4SVnDglq
Austria;eric papilaya;get a life – get alive;English;;2007;6.3414285714285725;1055;
